Date,City,PM2.5,PM10,NO,NO2,SO2,CO,O3,AQI,AQI_Bucket,Temp
2024-05-29,Delhi,51.2,91.5,81.3,188.7,44.1,2.97,89.9,254,Very Unhealthy,27.822368719932268
2024-05-30,Delhi,119.1,305.2,56.3,140.4,12.4,1.9,21.1,349,Hazardous,26.381101765844146
2024-05-31,Delhi,194.8,194.5,16.6,89.2,67.3,1.29,19.6,152,Unhealthy,28.961045618649752
2024-06-01,Delhi,25,73.7,23.6,101.3,8.2,4.36,63.6,199,Unhealthy,26.165439943744158
2024-06-02,Delhi,205.6,98,58.1,151.9,19.7,4.79,63.8,122,Unhealthy,26.910150614426595
2024-06-03,Delhi,82.3,276.6,92,149.6,96.6,0.89,72.3,236,Very Unhealthy,27.72298225474156
2024-06-04,Delhi,97.5,72.5,39.5,99.5,53.3,3.27,30.2,278,Very Unhealthy,25.066572956335904
2024-06-05,Delhi,84.9,177.9,7.6,88.2,31.9,2.31,131.6,69,Moderate,28.217199542693024
2024-06-06,Delhi,19,191.5,49.9,86.4,5.3,1.26,101.7,339,Hazardous,26.75106209603119
2024-06-07,Delhi,134.5,256.7,16.3,137.5,35.7,4.24,109,192,Unhealthy,30.41523470083873
2024-06-08,Delhi,173,115.4,41.4,141.2,89,3.51,163.4,200,Unhealthy,25.031964100221252
2024-06-09,Delhi,226.8,196.4,25.4,21.2,20.2,2.83,48.1,187,Unhealthy,21.483112929337494
2024-06-10,Delhi,16.1,82.9,58.7,97.4,41.4,2.87,151.8,102,Unhealthy,27.528048834935134
2024-06-11,Delhi,247.4,346,25.4,106.1,57.9,3.72,146.4,78,Moderate,24.96073731921177
2024-06-12,Delhi,82.7,79.5,87.4,39.9,52,4.4,42.8,53,Moderate,27.907434198539917
2024-06-13,Delhi,235.4,53.6,83.7,67.5,73.7,4.77,161.3,113,Unhealthy,22.51790409140517
2024-06-14,Delhi,175,359.5,28.7,48,82.2,4.53,12.8,99,Moderate,29.481389131589943
2024-06-15,Delhi,117.3,134.2,142,32.2,43.9,4.17,27.1,117,Unhealthy,26.787640219833484
2024-06-16,Delhi,206,305.8,95.8,171.7,26.4,1.18,81.2,136,Unhealthy,23.29919319338978
2024-06-17,Delhi,19.5,172.6,14.4,74.6,53.1,3.75,107.4,329,Hazardous,25.686155283742437
2024-06-18,Delhi,187.4,190.5,31.2,21.7,33.7,3.4,32.8,360,Hazardous,23.045930571582776
2024-06-19,Delhi,93.7,80.7,101.8,132.6,83.8,3.6,48.6,299,Very Unhealthy,26.924734471040672
2024-06-20,Delhi,209,74.9,136.5,155.1,30.1,1.33,59.6,250,Very Unhealthy,21.50485129282463
2024-06-21,Delhi,138.5,76.7,123.3,112,52.1,1.06,56.2,315,Hazardous,22.782204485881373
2024-06-22,Delhi,75.9,215.5,69.2,105.5,14.2,3.05,116.3,268,Very Unhealthy,20.12293593538404
2024-06-23,Delhi,202.2,207.3,28.4,153.6,32.3,4.1,122.7,372,Hazardous,21.749913383940108
2024-06-24,Delhi,32,254.2,29,178.3,85.2,4.29,89.2,232,Very Unhealthy,19.866255633649377
2024-06-25,Delhi,209.7,190,74.4,167.1,50.2,3.68,146,181,Unhealthy,24.894447004170416
2024-06-26,Delhi,76.4,41.2,62.4,105.2,48.1,4.49,178,127,Unhealthy,20.514969925288003
2024-06-27,Delhi,190.7,22.1,120.3,161.3,24,3.46,120.2,359,Hazardous,19.707707003111356
2024-06-28,Delhi,241.4,104.3,116.6,46.6,29.7,1.17,96.5,293,Very Unhealthy,22.895181700914744
2024-06-29,Delhi,29.6,343.4,62.9,80.8,56.4,2.85,60.4,188,Unhealthy,16.92462040521585
2024-06-30,Delhi,215,121.6,96.4,87.4,73.9,1.74,155.7,120,Unhealthy,22.239272641265323
2024-07-01,Delhi,202.5,247.5,64.8,27.5,22.5,0.96,158,357,Hazardous,18.448393504937727
2024-07-02,Delhi,102.4,251.3,58,10.4,22.6,0.64,36.2,312,Hazardous,19.994860035591863
2024-07-03,Delhi,88.6,397,95,84,92.2,3.02,154.3,87,Moderate,16.678963404685938
2024-07-04,Delhi,59.2,92.7,143.6,40.1,17.7,3.9,80.1,111,Unhealthy,20.33761879597817
2024-07-05,Delhi,146.7,306.3,74,177,5.6,4.53,37.4,145,Unhealthy,20.774929389397755
2024-07-06,Delhi,223.1,112.1,95,122.2,30.9,3.93,143.6,324,Hazardous,19.277045707712475
2024-07-07,Delhi,137.1,144.4,46.9,95.8,67.3,1.72,115.9,337,Hazardous,16.995905555298574
2024-07-08,Delhi,150.9,21.3,64.1,111.2,53.3,3.79,137.6,379,Hazardous,19.2525490112726
2024-07-09,Delhi,169.8,399,69.5,19.6,34.7,0.66,30.9,383,Hazardous,17.353637355601798
2024-07-10,Delhi,137.2,186.5,46.1,153.1,23.3,3.26,25.2,89,Moderate,17.92442874368726
2024-07-11,Delhi,132.4,399.1,145.7,140.8,97.8,4.85,167.9,220,Very Unhealthy,16.433875794037707
2024-07-12,Delhi,13.9,94.8,133,34.3,75.7,3.3,55.7,100,Moderate,21.920731526621978
2024-07-13,Delhi,21.5,62.4,122.3,126.1,43.7,1.79,113.1,180,Unhealthy,13.273209597409299
2024-07-14,Delhi,233,115.3,107.7,133.4,15,2.01,94.5,338,Hazardous,17.809456641312064
2024-07-15,Delhi,194.6,278.6,31.1,75.4,70.1,4.43,155.7,307,Hazardous,20.11797754993461
2024-07-16,Delhi,58.3,239.4,14.3,140.9,62.2,1.53,83.7,387,Hazardous,14.353936798595877
2024-07-17,Delhi,166.1,178.2,20.5,118.1,66.8,3.8,120.7,208,Very Unhealthy,12.383172055278145
2024-07-18,Delhi,166.9,297.1,128,62.6,76.6,2.17,59.8,154,Unhealthy,13.110403886384976
2024-07-19,Delhi,104.9,238.2,57.1,183.8,61.8,4.78,87.7,227,Very Unhealthy,15.528242010888663
2024-07-20,Delhi,205,239.5,118.8,18.7,13.5,4.95,29.5,109,Unhealthy,17.89301298094234
2024-07-21,Delhi,141.3,244.2,136.7,181.6,71.3,2.67,141.5,260,Very Unhealthy,16.175331844637583
2024-07-22,Delhi,222.4,104.7,96.8,165.3,6.9,3.26,168.4,291,Very Unhealthy,14.904741496647556
2024-07-23,Delhi,142.8,59.3,94.2,71.6,97.8,2.22,32.9,352,Hazardous,12.311140566066223
2024-07-24,Delhi,227.5,299.9,14.8,89.3,95.4,2.17,142.6,369,Hazardous,12.590655733098002
2024-07-25,Delhi,151,252.7,40,105.8,83.2,4.81,22.9,100,Moderate,13.995758973472817
2024-07-26,Delhi,111.6,381.5,64.6,114.9,28.7,3.29,157.1,149,Unhealthy,13.760977466596437
2024-07-27,Delhi,237.9,384.8,122.6,23.9,59.9,4.93,54.9,165,Unhealthy,13.081396162400146
2024-07-28,Delhi,180.2,303,60,70.7,37.7,1.98,97.4,242,Very Unhealthy,9.469384436997707
2024-07-29,Delhi,109.2,185.2,69.8,54.3,96.5,3.31,112.7,304,Hazardous,13.435988474493762
2024-07-30,Delhi,14.4,86.4,87.7,28.5,85.9,4.56,156.4,169,Unhealthy,12.238794697875624
2024-07-31,Delhi,146,185.4,24,195.8,73.4,3.05,67.7,56,Moderate,9.313298772468677
2024-08-01,Delhi,127.6,309.7,6.9,75,80.1,4.11,123.1,325,Hazardous,8.78308459853323
2024-08-02,Delhi,220.9,369.2,103.3,187.3,75.5,3.97,64.6,366,Hazardous,12.368098991327708
2024-08-03,Delhi,205.1,364.5,126.1,163.9,35.9,0.61,87.6,234,Very Unhealthy,10.018492652552052
2024-08-04,Delhi,215,329.9,140.8,87.8,89.9,1.63,149.6,140,Unhealthy,7.943868607385328
2024-08-05,Delhi,98.3,95.9,13.5,161.5,10.3,1.75,51.7,331,Hazardous,11.199487948962606
2024-08-06,Delhi,219.7,38.9,101.9,56.4,58.6,3.61,62.3,102,Unhealthy,12.167948124723452
2024-08-07,Delhi,46.3,202,60.9,157.9,35.3,0.84,28.2,226,Very Unhealthy,13.033717165192154
2024-08-08,Delhi,77.6,244.3,88.5,26.3,77.8,1.23,152,248,Very Unhealthy,8.785343883698317
2024-08-09,Delhi,170,56.7,25.1,50.3,64.1,2.75,115.3,257,Very Unhealthy,10.49905479105481
2024-08-10,Delhi,244.6,381.3,42.1,196.8,42.2,2.22,47.4,396,Hazardous,12.628812869018962
2024-08-11,Delhi,149.9,81.8,50.4,18.6,87.1,2.72,152.4,335,Hazardous,7.194792069418062
2024-08-12,Delhi,136.4,370.2,108.7,113.7,57.2,4.04,77.8,138,Unhealthy,12.26322202469518
2024-08-13,Delhi,24.6,68.6,32.4,138,86.1,4.07,78.4,133,Unhealthy,13.434781878218757
2024-08-14,Delhi,242.6,271.8,25.6,62.5,54,1.5,44.7,74,Moderate,8.12503569902024
2024-08-15,Delhi,38.9,317.9,88.2,103.7,66.7,1.05,41,310,Hazardous,9.14567386339661
2024-08-16,Delhi,31.2,310.6,12.1,173.3,29.8,4.11,66.9,206,Very Unhealthy,1.5442059559405035
2024-08-17,Delhi,221.4,275.6,68.1,102.1,32.4,0.96,145.9,66,Moderate,5.090866674891573
2024-08-18,Delhi,132,64,75,35.8,98,3.62,30.9,358,Hazardous,11.485461051119145
2024-08-19,Delhi,91,343.5,72.4,70.3,99.3,2.26,34.3,294,Very Unhealthy,2.888869007010486
2024-08-20,Delhi,224.6,254.8,75.5,155.6,32.4,4.66,124.3,187,Unhealthy,8.737551155308209
2024-08-21,Delhi,17.7,337.8,111.9,18.6,62.5,0.74,81.5,328,Hazardous,6.2208184076689985
2024-08-22,Delhi,66.9,84.6,148.7,185.8,39.3,4.93,159.8,304,Hazardous,7.748826847648275
2024-08-23,Delhi,174.8,23.9,126.9,139.8,98.9,4.11,90.2,226,Very Unhealthy,6.820078590793793
2024-08-24,Delhi,64.2,142.9,21.2,89.2,91.2,1.77,114,357,Hazardous,7.520714872292208
2024-08-25,Delhi,86.4,122.5,129.9,35.7,54.3,2,149,300,Very Unhealthy,7.453858559925126
2024-08-26,Delhi,51.8,333.6,87.3,186.1,51.7,3.43,172.6,65,Moderate,8.473982222073058
2024-08-27,Delhi,202.3,374.8,104.1,54,42,0.89,16.8,303,Hazardous,6.871291960530889
2024-08-28,Delhi,45.1,68.6,119.5,150.5,88.5,4.73,18.6,304,Hazardous,9.522904200093459
2024-08-29,Delhi,207.5,367.1,63.4,11.5,92.6,2.1,132.1,80,Moderate,5.07689949406152
2024-08-30,Delhi,89.4,250,128.7,57.2,30.8,3.1,48.4,156,Unhealthy,6.953247815902397
2024-08-31,Delhi,99.8,172.1,32.5,198,85.5,3.89,38,245,Very Unhealthy,2.7210819196058207
2024-09-01,Delhi,161.1,273,76.9,146.3,52,1.65,129,217,Very Unhealthy,7.778244342035635
2024-09-02,Delhi,33.2,311.7,22.4,133.8,64.5,4.53,72.4,313,Hazardous,6.974349650169186
2024-09-03,Delhi,15.3,218.3,38.2,55.7,43.1,1.22,135.2,396,Hazardous,8.15004141743098
2024-09-04,Delhi,248.3,169.9,136.3,26.5,12.4,4.6,95.9,315,Hazardous,3.662527809584501
2024-09-05,Delhi,150.1,387,73.7,66.4,20.8,4.64,116.8,260,Very Unhealthy,5.254497810562318
2024-09-06,Delhi,197.6,38.6,83.4,113,8.6,3.44,94.5,185,Unhealthy,3.817851856823513
2024-09-07,Delhi,224.1,78.3,146.2,158.3,41.2,4.98,173.1,327,Hazardous,5.9776050397411
2024-09-08,Delhi,191.2,284.8,146,61.6,72.8,3.48,85.5,155,Unhealthy,4.392553347266828
2024-09-09,Delhi,245,296.6,104.4,70.3,29.3,1.16,172,106,Unhealthy,5.3440589494951745
2024-09-10,Delhi,20.6,61.2,118.1,190.1,43.5,3.75,37.8,138,Unhealthy,8.0911255257842
2024-09-11,Delhi,226.8,196.5,8,103.1,81.4,2.95,22.3,283,Very Unhealthy,9.463941483285872
2024-09-12,Delhi,217.7,264,110.6,194.9,80.5,4.9,118.6,81,Moderate,1.8321689666222176
2024-09-13,Delhi,196.1,170.9,138.8,170.7,41.6,0.76,67.5,208,Very Unhealthy,2.9042345768781974
2024-09-14,Delhi,100.4,396.4,68.9,196.1,75.9,1.14,116.1,197,Unhealthy,7.8985150364936425
2024-09-15,Delhi,20.1,277.9,107.3,31.7,49.4,2.87,22.9,193,Unhealthy,5.634219900755886
2024-09-16,Delhi,97.5,139.8,123.4,69.7,26.4,3.58,63.1,296,Very Unhealthy,3.4393797841559106
2024-09-17,Delhi,75.7,78.4,75.6,189.5,24.4,2.21,35.7,299,Very Unhealthy,6.75073480131927
2024-09-18,Delhi,214.1,134.5,127.2,131.9,10,2.12,132.2,396,Hazardous,2.978530934960016
2024-09-19,Delhi,97,55.9,76.5,196.1,60.6,2.73,111.7,73,Moderate,4.9668145604735034
2024-09-20,Delhi,83.1,30.2,7.6,194.7,96.9,4.51,168.4,128,Unhealthy,5.949534866151191
2024-09-21,Delhi,192.2,138,68.9,148.8,10.1,4.99,118.4,371,Hazardous,6.752213684144755
2024-09-22,Delhi,212.8,302.1,74.3,84.5,73.2,4.83,117.2,79,Moderate,6.487699636875648
2024-09-23,Delhi,119.9,384.8,92.2,136.1,5.2,0.86,47,396,Hazardous,6.195519668711468
2024-09-24,Delhi,185.1,178,69.3,58.9,99,0.65,144.6,395,Hazardous,5.892411840207407
2024-09-25,Delhi,35,218.4,49.5,68.9,97.1,3.5,115.1,165,Unhealthy,6.992757255289386
2024-09-26,Delhi,62.8,45.7,102.6,169.7,71.5,0.72,124.6,356,Hazardous,4.328200371505244
2024-09-27,Delhi,238.9,259.3,93.3,140.8,78.7,4.85,49.7,294,Very Unhealthy,2.834422750073352
2024-09-28,Delhi,190.5,154.3,146.2,157.2,47.5,1.82,145.3,216,Very Unhealthy,5.830929638884706
2024-09-29,Delhi,206.5,181.4,30.5,68.5,75,1.72,111.7,393,Hazardous,5.747966046994281
2024-09-30,Delhi,110.3,386.2,146.1,131.9,69.4,2.69,125.4,317,Hazardous,6.979230206451697
2024-10-01,Delhi,152.5,278.8,89,126.5,6.2,1.43,102.7,116,Unhealthy,2.9969460876243157
2024-10-02,Delhi,201.7,293,112,53,56,1.53,77.6,313,Hazardous,5.714038269632886
2024-10-03,Delhi,223.2,84.8,130.5,56.8,76.3,2.84,76,232,Very Unhealthy,4.126178983216251
2024-10-04,Delhi,102.4,97.4,98.9,176.8,6.9,2.15,117.9,251,Very Unhealthy,6.350063679967027
2024-10-05,Delhi,31.7,353.1,105.7,159.1,71.3,4.56,38.6,396,Hazardous,7.340814799987343
2024-10-06,Delhi,160.2,338.3,149.4,14.9,85.9,1.59,140.7,360,Hazardous,6.779119340257068
2024-10-07,Delhi,189,293.8,128.2,153.5,49.6,2.15,64.5,112,Unhealthy,3.073657177173976
2024-10-08,Delhi,30.5,126.8,116,180.6,29.7,4.91,44.6,215,Very Unhealthy,3.4109300250304524
2024-10-09,Delhi,82.1,99.8,25,179.7,80.6,1.19,127,341,Hazardous,3.965823755139103
2024-10-10,Delhi,157.5,207.8,18.8,32.7,45.4,1.38,110.2,285,Very Unhealthy,6.1128297963799785
2024-10-11,Delhi,190.7,218.3,80.7,195.5,87.5,2.88,62.8,289,Very Unhealthy,3.8564718439142136
2024-10-12,Delhi,230.1,103.5,32.9,182.9,64.7,2.34,160.2,368,Hazardous,5.752851371713497
2024-10-13,Delhi,124.2,310,111.1,59.2,47.9,0.6,73.3,175,Unhealthy,7.608464484664937
2024-10-14,Delhi,146.1,29.3,76.7,178.9,54.4,2.41,54,73,Moderate,6.535708808671
2024-10-15,Delhi,186.8,290.4,25.7,168.3,97.5,0.82,34.2,274,Very Unhealthy,8.01048445618084
2024-10-16,Delhi,215.8,339.5,127,93.5,69.9,4.5,93.9,66,Moderate,5.759590753243422
2024-10-17,Delhi,228.2,373.7,141.5,24.6,84.7,4.38,66.5,179,Unhealthy,6.184203342814734
2024-10-18,Delhi,23.5,271.6,45.3,174.6,42.5,1.83,86,367,Hazardous,3.7680521737083845
2024-10-19,Delhi,130.7,122.6,26.8,71.5,89.5,3.55,93.3,322,Hazardous,7.077868232949433
2024-10-20,Delhi,94.1,102.9,107.5,54.1,7.4,0.96,164.1,344,Hazardous,2.4286002818039636
2024-10-21,Delhi,212.9,349.8,87,167.3,40.8,0.57,49.6,157,Unhealthy,3.28152642955391
2024-10-22,Delhi,203.5,29.3,18.1,198.4,70,4.42,44.4,267,Very Unhealthy,6.814905669992594
2024-10-23,Delhi,38.2,343,86.2,53.7,47.5,3.79,69.7,64,Moderate,4.34553334681508
2024-10-24,Delhi,181,219.1,94.2,26.9,25.3,4.6,103.6,192,Unhealthy,7.032800287455102
2024-10-25,Delhi,66.5,185.5,84.5,130.7,21.9,0.55,33,327,Hazardous,3.8016418031919463
2024-10-26,Delhi,28,373.9,62.1,172.7,69.6,0.68,77.5,317,Hazardous,6.558712678815236
2024-10-27,Delhi,234.6,82.5,65.4,44.9,67.5,1.97,141.4,355,Hazardous,3.237011027334886
2024-10-28,Delhi,47.7,163.9,136.2,106,45,2.24,54.6,67,Moderate,7.687214400660071
2024-10-29,Delhi,165.3,72.5,102.7,77.6,62.4,3.28,177.7,241,Very Unhealthy,3.343293169523018
2024-10-30,Delhi,51.6,76.9,143.4,166.7,43.1,2.57,177.5,168,Unhealthy,7.5217664266192825
2024-10-31,Delhi,14.8,277,26.9,101.9,56,0.84,67,121,Unhealthy,7.139375858605078
2024-11-01,Delhi,135.1,233.6,86.2,54.1,85.5,2.68,117.3,114,Unhealthy,9.117522947467517
2024-11-02,Delhi,30.7,199.2,19.3,61.3,28.6,4.54,125.5,160,Unhealthy,12.134853336579138
2024-11-03,Delhi,77.9,328.2,95.4,166.4,69.8,2.01,155.9,395,Hazardous,3.945836893501218
2024-11-04,Delhi,110.9,385.7,42.2,14.9,43.8,4.49,170.3,83,Moderate,6.9548787745931655
2024-11-05,Delhi,150.9,215.9,74.5,87.1,56.3,1.35,129.8,97,Moderate,6.504094023480799
2024-11-06,Delhi,203.6,287.4,74.2,123.2,97.8,1.62,69.6,79,Moderate,6.6173241175733795
2024-11-07,Delhi,58.5,88.7,125.4,110.5,61.6,4.36,149.9,123,Unhealthy,5.557075807287472
2024-11-08,Delhi,120.3,154.9,134.9,139.7,21.8,4.41,69.3,355,Hazardous,9.264296420196976
2024-11-09,Delhi,117.6,39,88.6,106.5,88.9,2.19,176.6,100,Moderate,8.90566415084175
2024-11-10,Delhi,186.1,78,141.9,115.3,37.5,3.1,136,57,Moderate,9.647413663416318
2024-11-11,Delhi,181.5,57.7,47.3,169.8,85.4,2.7,99.2,63,Moderate,12.411404241381966
2024-11-12,Delhi,209.5,126.5,95.7,69.4,12.6,3.84,39,299,Very Unhealthy,5.563514734877778
2024-11-13,Delhi,222.8,167.2,94.9,16.8,10.9,1.52,149.8,236,Very Unhealthy,9.720236943262607
2024-11-14,Delhi,238.6,261,99,165,15.2,3.87,83.3,173,Unhealthy,8.786922355756369
2024-11-15,Delhi,142.1,288.7,39.1,157.9,86.1,4.21,164.3,333,Hazardous,8.749075651502261
2024-11-16,Delhi,135.4,143.9,63.5,173.3,41.8,0.95,59.3,82,Moderate,8.305445404241782
2024-11-17,Delhi,51,386.8,29.8,22.5,88.4,1.74,164.9,205,Very Unhealthy,9.496260269926786
2024-11-18,Delhi,125,284.7,80.3,11.7,38,0.6,38.3,193,Unhealthy,11.9492687099956
2024-11-19,Delhi,70.9,81.2,89.7,122.4,40.4,3.18,179.5,395,Hazardous,8.626414385236577
2024-11-20,Delhi,19.5,160.2,16.6,175.2,30.5,4.94,122.7,199,Unhealthy,9.84802232429738
2024-11-21,Delhi,162.4,134.8,110.7,94.8,50.1,4.3,114.2,63,Moderate,11.511619416173998
2024-11-22,Delhi,139.5,194,94,17.1,25.9,3.16,85.6,360,Hazardous,11.778159763011223
2024-11-23,Delhi,43.6,332.8,102.3,88,81.7,2.05,99.1,249,Very Unhealthy,14.57586282570706
2024-11-24,Delhi,78.1,108.4,47.9,79.4,45.1,3.41,177.4,397,Hazardous,10.687872827112992
2024-11-25,Delhi,149.9,172.9,57.3,100.6,75.2,0.67,112.2,203,Very Unhealthy,11.146408220578556
2024-11-26,Delhi,49.6,389.2,96.5,35.4,87.8,1.02,10.4,388,Hazardous,8.14942275701924
2024-11-27,Delhi,33.1,67.3,144.2,101.1,88.9,2.82,155.8,378,Hazardous,14.553953376507327
2024-11-28,Delhi,112.9,259.5,57.9,60.2,39.2,4.42,135.9,382,Hazardous,13.610446576130393
2024-11-29,Delhi,95.4,287.5,33.7,103.1,59.5,0.96,152.4,243,Very Unhealthy,14.35460332051214
2024-11-30,Delhi,212.8,244.7,41.8,182.2,14.5,4.85,45,381,Hazardous,10.594366639550291
2024-12-01,Delhi,72.4,398.7,75.4,105.2,17.8,4.77,115.7,105,Unhealthy,15.866408180220388
2024-12-02,Delhi,15.6,37.2,64.9,143.7,18.5,4.72,75.8,338,Hazardous,11.659727582809344
2024-12-03,Delhi,217,396.2,52.6,21,22.4,3.91,125.6,266,Very Unhealthy,16.293086695432546
2024-12-04,Delhi,90.3,303.2,56.7,141,7.1,0.6,33.5,164,Unhealthy,13.430202643683923
2024-12-05,Delhi,161.6,186,104.2,161.8,30.2,2.42,152,207,Very Unhealthy,14.89790910907191
2024-12-06,Delhi,141.1,78.1,130.2,13.6,9.1,1.17,132.1,249,Very Unhealthy,14.2735698677492
2024-12-07,Delhi,100.3,190.6,73,17,10.1,2.44,20.2,258,Very Unhealthy,12.5301004003469
2024-12-08,Delhi,54.6,90.8,89.5,119.8,26.6,2.93,165.1,72,Moderate,14.132524687573413
2024-12-09,Delhi,112.9,182.1,77.3,160.1,21.1,3.83,163.8,78,Moderate,13.635208582830895
2024-12-10,Delhi,161.4,331.9,101.8,149.7,20.6,3.91,126.9,126,Unhealthy,12.89559057733784
2024-12-11,Delhi,135,39.1,104.7,61,60.6,4.61,40.1,307,Hazardous,14.897022825657393
2024-12-12,Delhi,168.3,143.6,20.6,163,16.9,1.82,40.8,117,Unhealthy,13.651835846732018
2024-12-13,Delhi,185,340.1,21.3,90.7,72.1,3,110,386,Hazardous,15.635184613886507
2024-12-14,Delhi,126.8,35.3,140.3,41.4,97.8,1.38,171,98,Moderate,16.28808799594043
2024-12-15,Delhi,102.3,320.9,66.2,124.8,71.3,3.99,173.1,188,Unhealthy,17.60503838473599
2024-12-16,Delhi,11.6,385.4,86.7,166.9,96.2,3.16,83.9,372,Hazardous,14.719930046537813
2024-12-17,Delhi,10.9,271.1,143.7,158.4,90.4,2.94,110.7,353,Hazardous,18.019357188590057
2024-12-18,Delhi,248.8,23.3,33.4,25.5,99.5,1.28,107.1,292,Very Unhealthy,16.932741130419398
2024-12-19,Delhi,35.9,197,37.4,23.4,27.7,4.58,52.4,372,Hazardous,16.45629580087789
2024-12-20,Delhi,110.5,292.3,95.1,192.2,79.2,4.91,91.7,262,Very Unhealthy,19.66628662993947
2024-12-21,Delhi,182.3,30.7,126,27.2,71.3,4.95,67.8,340,Hazardous,18.17981491215055
2024-12-22,Delhi,188.2,341.3,122.2,50.3,46.4,0.65,80.5,223,Very Unhealthy,16.363717324874703
2024-12-23,Delhi,219.3,303.6,26.9,93.4,70.3,1.16,91.4,134,Unhealthy,15.661120869955198
2024-12-24,Delhi,155.9,120.3,17.1,157.8,19.1,3.63,100.5,343,Hazardous,19.13621075327168
2024-12-25,Delhi,191.5,303.4,117.9,171.8,7.1,1,36.5,52,Moderate,17.19450361630408
2024-12-26,Delhi,213.3,275.2,143.4,128.7,17.9,0.6,35.7,334,Hazardous,22.584103821943057
2024-12-27,Delhi,157.1,85.4,94.7,83.7,70.7,0.56,93.3,341,Hazardous,20.315290426589076
2024-12-28,Delhi,200.4,274.5,68.4,37.3,34.4,1.9,158.8,114,Unhealthy,14.010326905586876
2024-12-29,Delhi,15.5,373.5,101.3,177.5,38.1,3.27,89.5,182,Unhealthy,17.696700300965087
2024-12-30,Delhi,110.1,343.4,131,176,90.5,4.69,136,58,Moderate,17.508430636664656
2024-12-31,Delhi,220,316.8,77.9,74.3,50.3,1.56,80.3,215,Very Unhealthy,18.224916511888086
2024-01-01,New York,165.4,280.6,81.7,107.5,76,4.41,100.3,92,Moderate,5.143315653595343
2024-01-02,New York,231.9,244.7,116.8,103.8,65.4,4.4,120.7,206,Very Unhealthy,1.6629901320041838
2024-01-03,New York,51.3,173.2,58.6,160.8,82.2,0.86,150.7,159,Unhealthy,0.26159118456328934
2024-01-04,New York,85.8,68.8,141.4,184.5,55.6,0.61,90.2,230,Very Unhealthy,3.3654043427932567
2024-01-05,New York,203,331.7,9.8,121.4,45.4,0.81,28.8,225,Very Unhealthy,2.524803187934486
2024-01-06,New York,247.4,292.4,54.1,166.5,51.9,3.1,64.2,88,Moderate,5.477449681454273
2024-01-07,New York,87.4,319.6,24.7,163.4,10.7,2.85,156.4,377,Hazardous,2.135776224456178
2024-01-08,New York,10.3,27,53.9,63.5,63,3.46,63.9,235,Very Unhealthy,1.3184088327481314
2024-01-09,New York,248.1,86.3,75.1,106.6,64.7,1.27,109.3,308,Hazardous,3.535745942782877
2024-01-10,New York,45.6,247.5,114.8,66.1,19.9,0.83,59.2,180,Unhealthy,2.497970927047745
2024-01-11,New York,21.8,50.6,120.4,174.8,44.4,3.46,127.7,314,Hazardous,3.068766007335751
2024-01-12,New York,153.4,288.8,65.4,145.5,31.8,0.57,59,292,Very Unhealthy,5.15210681383229
2024-01-13,New York,87.1,234.2,9.3,78.8,41.2,1.23,65.1,327,Hazardous,0.12251376162282401
2024-01-14,New York,136.7,127.5,141.1,199.4,79.7,3.23,61.4,59,Moderate,1.6696763021339291
2024-01-15,New York,200.9,169,137.7,143.2,98.6,0.74,46.9,207,Very Unhealthy,1.6284084104328196
2024-01-16,New York,26.5,275.6,93.8,55.1,53.3,0.79,52.1,86,Moderate,1.4345260364556738
2024-01-17,New York,176.8,81.6,138.3,133,81.7,2,59.7,99,Moderate,3.57650319502905
2024-01-18,New York,237.7,61.2,95.8,75.4,96.5,1.1,41.6,228,Very Unhealthy,2.7082769820018866
2024-01-19,New York,76.7,222.7,23.3,162.1,43.9,1,154.5,115,Unhealthy,5.223100861471222
2024-01-20,New York,69.9,59.2,25.7,71.8,89.1,1.82,112.8,205,Very Unhealthy,6.626388120472879
2024-01-21,New York,48.3,55.5,103.8,60.8,7.7,4.38,156.6,81,Moderate,2.879714552008594
2024-01-22,New York,27.2,263.2,138.8,23.3,70.2,3.77,99.5,195,Unhealthy,5.262736303805837
2024-01-23,New York,143.8,234.3,26.8,118.4,41.8,2.16,169.8,84,Moderate,5.259063642700548
2024-01-24,New York,127.6,136.1,133.3,10.8,31.9,0.86,164.7,371,Hazardous,2.9513733451120387
2024-01-25,New York,128.6,121.1,70.3,63.4,84.7,2.68,90.8,73,Moderate,5.51835490709397
2024-01-26,New York,223.2,260.4,11.8,63.2,59.7,1.29,37.4,186,Unhealthy,3.623275609646508
2024-01-27,New York,18.8,335.7,124.4,165.5,66.3,4.62,48.2,332,Hazardous,3.251537742293662
2024-01-28,New York,58.9,39.5,145.1,32.3,39.4,0.8,137.9,184,Unhealthy,1.8987411214128
2024-01-29,New York,133.3,397.1,122.1,59.8,62.7,4.86,168,89,Moderate,9.172262665928042
2024-01-30,New York,66.7,28.4,48,93.5,92.3,2.17,54.2,106,Unhealthy,5.672401828378175
2024-01-31,New York,148.1,88.3,33.7,192.1,85.9,2.65,20.3,306,Hazardous,5.436683772356558
2024-02-01,New York,125.7,144.9,34.2,70.3,99.3,1.4,118.1,147,Unhealthy,9.145296270305153
2024-02-02,New York,146.6,344.9,55.7,159.2,46.1,3.34,84.3,397,Hazardous,10.721324345276203
2024-02-03,New York,44.6,90.1,37.5,35,88.2,4.69,15.5,354,Hazardous,5.184506343772542
